"loan_amnt","funded_amnt","term","int_rate","installment","grade","sub_grade","emp_title","emp_length","home_ownership","annual_inc","verification_status","pymnt_plan","url","desc","purpose","title","zip_code","dti","delinq_2yrs","earliest_cr_line","inq_last_6mths","mths_since_last_delinq","mths_since_last_record","open_acc","pub_rec","revol_bal","revol_util","total_acc","initial_list_status","mths_since_last_major_derog","policy_code","is_bad"
14000,14000,"36 months","15.31%",487.42,"D","D3","Barix Clinix of Ohio","7 years","MORTGAGE",65000,"not verified","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=377437","This is a loan to pay off three credit cards I have to I can improve my credit score and lower my interest rate Borrower added on 01/15/10 > I'm a nurse. So employment will never be an issue.  I always pay my bills two weeks early.  The minimum payment on my credit cards are $400 so it will be no problem paying $480.  I have already cut them up. Now all I need to do is pay them off and close the accounts.  I am so tired of these banks raising interest rates! Please invest in my family. We won't let you down.<br/>","debt_consolidation","Paying off Credit Cards","431xx",23.13,0,"10/1/99",0,NA,92,12,1,13641,97.4,16,FALSE,NA,7037,0
16000,16000,"36 months","15.31%",557.05,"D","D3","Sciele Pharma inc","3 years","RENT",70000,"not verified","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=462714","579018 added on 11/23/09 > Need the money to consolidate debt. I am currently a pharma sales rep full time. Also, I pay my bills on time.<br/> 579018 added on 11/23/09 > also i make 52,000 a year plus bonus every qaurter which ranges between 4-6 thousand dollars<br/>","debt_consolidation","1 cent","115xx",20.64,0,"12/1/04",1,NA,NA,7,0,11725,54.8,7,FALSE,NA,7862,1
7000,7000,"36 months","9.99%",225.84,"B","B1","Tidwell Cancer Treatment Center","3 years","RENT",35350,"VERIFIED - income source","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=742130","Borrower added on 05/02/11 > Credit Cards Payoff Loan<br/>","debt_consolidation","credit card","319xx",24.14,0,"1/1/03",2,NA,NA,4,0,6838,43.8,14,FALSE,NA,3772,0
7500,7500,"36 months","13.43%",254.27,"C","C3","D&D Welding Inc.","7 years","MORTGAGE",28800,"VERIFIED - income source","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=678299",NA,"debt_consolidation","Consolidate","935xx",13.75,0,"6/1/07",2,NA,NA,12,0,4776,28.1,18,FALSE,NA,3970,0
9400,9400,"60 months","10.65%",202.75,"B","B2",NA,"n/a","OWN",22887,"VERIFIED - income source","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=1018133","Borrower added on 11/12/11 > Just like to thank lendding club for helping me with this loan. I always pay my bills on time,always on time,the kitchen is going to look great when we r finish.<br>","home_improvement","Home_Improvement Loan","080xx",18.93,0,"2/1/93",0,NA,NA,4,0,176,1.5,5,FALSE,NA,4948,0
12000,12000,"60 months","11.71%",265.18,"B","B3","San Jose State University","< 1 year","MORTGAGE",125000,"VERIFIED - income source","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=1031645","Borrower added on 11/18/11 > I plan to use the loan to renovate my home. I have a very good credit rating because I pay my bills on time and I am a good risk. My monthly budget supports the monthly payment amount for this loan and my job is as stable as anyone else's in this economy! I have been in the Higher Education industry for 5 years and in management for over 30 years.<br><br> Borrower added on 11/18/11 > Loan is for a home improvement project, my job is stable and my credit shows I am a good risk for re-paying this loan.<br> Borrower added on 11/23/11 > I qualify for a loan from a bank, but at 17.74% interest! No thanks. I am hopeful for a full loan from Lending Club with much lower interest rate.<br>","home_improvement","Home Improvement","762xx",8.59,0,"9/1/96",0,NA,102,12,1,8234,38.7,22,FALSE,NA,6533,0
3000,3000,"36 months","12.99%",101.07,"C","C1","Carnival Cruise","2 years","RENT",36000,"VERIFIED - income","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=755649","Borrower added on 05/12/11 > Seeking loan for brand new business.  Business became operation 2 months ago.  I have a Day Spa we lease the rooms to massage therapist and other therapist.  The business is generating cash flow.  We need to obtain licenses with the Department of Health, this way we offer the services directly, increase advertising, and add massage tables and electronic massage tools.<br/> Borrower added on 05/13/11 > Seeking $3,000 to inject capital to my existing business which I started 2 months ago.  I started a day spa and the business is currently generating cash flow.  Need to increase advertising, add massage tables, therapist, and outreach to existing clients that we obtained during the last 2 months.  I don't need that much and this is why I am requesting $3,000.  I invested already $5,000 of my own funds.   The manager of my operation invested $2,000.  We are fully operational.<br/>","small_business","Small Business Loan","331xx",20.03,1,"11/1/99",1,15,NA,5,0,3361,48,15,FALSE,NA,862,1
12000,12000,"60 months","11.71%",265.18,"B","B3","Matrix Absence Management, Inc","2 years","MORTGAGE",45000,"not verified","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=1034572",NA,"debt_consolidation","Debt Consolidation","853xx",17.87,0,"11/1/95",1,69,NA,7,0,7743,65.1,20,FALSE,NA,6534,0
21000,13000,"60 months","9.62%",273.79,"B","B3","M&I Bank","4 years","MORTGAGE",45000,"VERIFIED - income","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=593298",NA,"credit_card","Credit card consolidation","535xx",19.09,0,"3/1/03",2,NA,NA,14,0,45065,15.1,32,FALSE,NA,8956,0
12000,12000,"36 months","14.65%",413.94,"C","C3","Kaiser Permanente","10+ years","RENT",66000,"VERIFIED - income","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=1050309","Borrower added on 12/05/11 > Thank you to all who invested. Easy invested money for you to make $$$ off of. <br>","credit_card","fund for finance","928xx",8.76,0,"2/1/96",2,38,NA,10,0,10326,59.3,32,FALSE,NA,6308,0
25000,25000,"60 months","15.20%",597.38,"D","D4","aramark","10+ years","MORTGAGE",125000,"VERIFIED - income","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=646550",NA,"credit_card","consolidating debt","103xx",15,0,"2/1/95",3,49,NA,8,0,25709,91.2,32,FALSE,NA,9545,0
20000,12300,"36 months","6.54%",377.21,"A","A4","Modern Door and Equipment Sales, Inc.","4 years","MORTGAGE",60000,"VERIFIED - income","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=616311","Borrower added on 11/16/10 > My wife and I are installing an in ground swimming pool in our backyard. I have currently installed fencing around my 2acre parcel and have recieved a quote for the pool installation. The total project will cost approx. $45,000.00. I will be spending approx. $25,000 out of pocket for the project and will be borrowing the remainder.<br/>","major_purchase","Home Improvement","225xx",0,0,"10/1/98",0,NA,NA,12,0,0,0,34,FALSE,NA,8632,0
6000,6000,"36 months","13.49%",203.59,"C","C1","Burrow Construction inc.","< 1 year","RENT",45000,"VERIFIED - income source","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=890816",NA,"debt_consolidation","debtcon1","744xx",23.68,0,"4/1/98",1,NA,NA,8,0,7872,76.4,16,FALSE,NA,2939,1
1450,1450,"36 months","6.76%",44.62,"A","A2","Wood Group - TransCanada Turbines","10+ years","MORTGAGE",121200,"not verified","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=541585",NA,"major_purchase","Honda Rebel","770xx",18.83,0,"1/1/89",0,NA,NA,19,0,58184,9.1,48,FALSE,NA,165,0
7000,7000,"36 months","10.59%",227.82,"B","B2","Western Beverage","5 years","MORTGAGE",50000,"not verified","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=771105","Borrower added on 05/30/11 > I am looking at remodeling the kitchen (new cabinets) and putting in new appliances!<br/>","home_improvement","Kitchen Remodel","977xx",10.4,0,"5/1/04",0,NA,NA,11,0,5935,18.1,13,FALSE,NA,3549,0
5650,5650,"36 months","16.45%",199.89,"E","E1","Tom Thumb","< 1 year","RENT",20400,"not verified","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=492504","Borrower added on 03/09/10 > Dear investor,<br/><br/>    I am extremely motivated to get out of debt & will be using this <br/>    money to consolidate my debt by paying off my capitol one card & <br/>    my father who helped me out when I moved here to Texas last <br/>    summer. I have been working at Tom Thumb (owned by Safeway) <br/>    as a Meat Cutter (Butcher) since August '09 & before that I <br/>    worked at Kroger for 5 years as a Seafood Manger. I work 36-40 <br/>    hours a week. I believe I'm a good borrower because I'm loyal, <br/>    hard-working, & besides my rent, car insurance, gas & food <br/>    expenses, I intend to invest every single penny I make into paying<br/>    off my loan at Lending Club. Thank You so much for your time & <br/>    god bless. Sincerely, M.<br/>","debt_consolidation","backontrack2010","750xx",6.53,0,"4/1/02",4,NA,NA,2,0,2978,59.6,3,FALSE,NA,2771,0
6000,6000,"36 months","8.94%",190.63,"A","A5","Ho-chunk casino","8 years","OWN",32560,"not verified","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=476093","Borrower added on 01/12/10 > Hello,I going to use this mony in my House roof,I am very good borrower,my job is stable and my monthly budget is good.      Thank you.<br/>","home_improvement","personal","539xx",11.24,0,"11/1/99",1,NA,110,10,1,3619,10.6,27,FALSE,NA,3165,0
12000,12000,"60 months","11.99%",266.88,"B","B5","POOLCORP","2 years","MORTGAGE",43000,"not verified","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=776949","Borrower added on 06/24/11 > swimming pool being built in new house by livco hardscapes<br/>","home_improvement","swimming pool","310xx",4.3,0,"9/1/04",2,NA,NA,5,0,3942,16.2,11,FALSE,NA,6538,0
4200,4200,"36 months","12.49%",140.48,"D","D3","Bozzuto Group","1 year","RENT",49500,"not verified","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=109824","I simply want to get ahead on payments by consolidating at a lower rate","debt_consolidation","Get ahead on payments","211xx",7.68,0,"9/1/04",1,0,0,7,0,6670,72.5,9,FALSE,NA,1669,0
10000,10000,"36 months","13.06%",337.23,"C","C2","Uti United states","10+ years","RENT",56000,"VERIFIED - income source","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=722509",NA,"debt_consolidation","Debt Consolidation Loan","303xx",16.67,0,"12/1/98",0,26,NA,10,0,11379,61.2,28,FALSE,NA,5278,0
16000,16000,"36 months","13.61%",543.82,"C","C2","Whiting-Turner","8 years","MORTGAGE",75000,"VERIFIED - income","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=542391",NA,"debt_consolidation","Debt Consolidation","212xx",24.37,0,"12/1/96",0,NA,NA,9,0,18878,44.8,18,FALSE,NA,7844,0
6000,6000,"36 months","9.91%",193.35,"B","B1","rachlin managemet","10+ years","RENT",45000,"not verified","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=1016175",NA,"credit_card","personal utilities","114xx",16.43,1,"3/1/93",1,17,NA,7,0,7593,74.5,22,FALSE,NA,3195,0
5000,5000,"36 months","13.11%",168.74,"C","C2","Macy's","1 year","RENT",23000,"VERIFIED - income","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=520285","Borrower added on 05/20/10 > I am a part time college student working towards my master's while working. I am in the process of changing careers.<br/>","moving","Moving Lon","631xx",14.14,0,"12/1/02",2,NA,NA,7,0,4386,93.5,9,FALSE,NA,2148,0
6000,6000,"36 months","8.00%",188.02,"A","A3",NA,"< 1 year","MORTGAGE",75000,"not verified","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=69251","Looking to pay bills with a lower rate and try a new type of lending.  Please note my perfect credit history and ability to pay the account.  Many Thanks Heather","other","NewOrganic","441xx",16.08,0,"12/1/94",1,0,0,16,0,29797,23.2,39,FALSE,NA,3140,0
6200,6200,"36 months","8.49%",195.7,"A","A5","Lyondell Basell","3 years","MORTGAGE",1e+05,"VERIFIED - income","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=812192","Borrower added on 07/11/11 > Borrowing money for a pool and landscaping.<br/>","home_improvement","Pool","775xx",12.64,0,"2/1/02",0,36,NA,8,0,3367,20,23,FALSE,NA,3292,0
18000,11225,"36 months","6.17%",342.36,"A","A3","E & E Co. Ltd.","3 years","RENT",42000,"VERIFIED - income source","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=617528",NA,"debt_consolidation","Debt Consolidation (Auto & Credit Cards)","958xx",14.29,0,"8/1/02",0,NA,NA,8,0,1342,3.9,17,FALSE,NA,8218,0
8000,8000,"36 months","15.31%",278.53,"D","D3","Progressive Insurance","3 years","MORTGAGE",51000,"not verified","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=441414","I am looking for money to make final payments for my wedding. I have been making all my credit card and bill payments on time, paying more than the minimum amount on each bill.","wedding","Wedding","089xx",16.52,0,"12/1/02",3,53,NA,8,0,7959,33.2,13,FALSE,NA,4302,0
7500,7500,"60 months","11.86%",166.31,"B","B5","Specialty Transportation","1 year","RENT",35004,"VERIFIED - income source","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=588949","Borrower added on 09/19/10 > job is very stable. plan to make major purchases appliances. car. Monthly budget is 600.00<br/> Borrower added on 09/19/10 > The same as above<br/> Borrower added on 09/28/10 > same as above<br/> Borrower added on 09/30/10 > Thank you for your consideration.<br/>","major_purchase","personal","060xx",10.32,4,"5/1/91",0,7,NA,6,0,0,0,12,FALSE,NA,4052,0
2500,2500,"36 months","13.22%",84.51,"C","C2","GL Industrial Services","1 year","OWN",65000,"not verified","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=454566","563000 added on 10/26/09 > Company closing for two weeks unpaid to employees.  Additional funds needed to make mortgage payment.","other","Mortgage Payment","774xx",19.68,0,"1/1/95",1,NA,NA,15,0,20241,66.4,26,FALSE,NA,603,0
20000,20000,"36 months","11.49%",659.43,"B","B4","Oracle","4 years","MORTGAGE",102000,"VERIFIED - income","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=540348","Borrower added on 07/05/10 > Hello!  Thank you for taking the time to consider my loan!  <br/>I would like to use my loan for paying off my credit card debt.   I&rsquo;ve worked for the past 7 years designing software.  I work at large companies, not startups so there is no danger of being laid off.   While Oracle is very stable, I haven&rsquo;t had a raise or bonus in 3 years.  The only additional income I&rsquo;ve had is a thousand dollars from filing patents.<br/>I first got into debt in college, as most people do.  Unlike others at my Ivy League university, I paid for college myself.  I paid for everything, starting with my application fee while still in high school.  Whereas other parents paid their part in the financial aid package, my mother loaned me the money for theirs @ 7%.  (Of course she was the first to be paid back&hellip; who wants to have an angry mother!)  I also worked full time for the first two years.  In hindsight, this was not the best decision, but I wanted a quality education and had to pay for it somehow.  Fast forward 4 years.  I graduated with around $50K in loans and $30K in credit card debt.<br/>Over the years my credit card balances have had their ups and downs.  The most recent upswing started 4 years ago when I bought my house.  It is 110 years old, so as you can imagine, there is a lot to do!  I&rsquo;ve done all the small things I can without hiring professionals, but I know that is the next step.  Before I start any remodeling I know I need to pay off my credit card debt and save up.  <br/>If you check, my credit score is good.  Partially because I&rsquo;m great at paying on time, partially because I&rsquo;m one out of five people on a $1.1M home loan.  The building is a 4 plex.  My portion of the loan is $400K.  I bought my house just before the market bottomed out.  Not the best time, but I wasn&rsquo;t thinking of my house as an investment to flip.  <br/>All of this combined was not a prescription for financial health.  Add to it the financial meltdown(s) over the last few years and it just compounded the issues.  During the boom years, credit card companies gave me more and more credit.  Then after the meltdown they all started to re-assess their credit strategies.  They looked at me and decided I was carrying too much debt and they needed to lower my credit limits &ndash; to just above my balance.  This meant that my credit to debt ratio went from great to high risk almost overnight.  And where one credit card company goes, others are sure to follow &ndash; and they did.  Eventually, this affected my credit score and brought it from Excellent to Good.  That was the end of Round 1.  In Round 2 they looked at my credit score and then my APRs.  Several cards were raised astronomically, which was the final blow.<br/>","debt_consolidation","Axing the APR","941xx",16.8,0,"12/1/90",0,NA,NA,9,0,49692,89.3,22,FALSE,NA,8471,0
10000,10000,"36 months","14.59%",344.65,"D","D1","Vision Service Plan","4 years","RENT",40000,"not verified","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=496177","Borrower added on 04/06/10 > I am consolidating my credit cards, these companies have raised my APR's because of one card company that processes payments in three days online, I did not read the fine print and thought I was paying on time.  I have tried to work with them with no avail, I am closing these accounts and vowing to keep my business with companies that I can trust.  Thank you for your interest, I truly appreciate your assistance.<br/> Borrower added on 04/06/10 > I want to add that I work for VSP, a Forbes top 100 company for nine years, I have been at my job for almost five years, my income is very secure.  Thanks again.<br/>","debt_consolidation","Getting The Monkey Off My Back","958xx",24.15,0,"12/1/95",0,71,NA,8,0,22778,87.6,30,FALSE,NA,5364,0
3500,3500,"36 months","16.07%",123.18,"D","D5","Peaberry's Cafe","2 years","RENT",15600,"not verified","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=494685","Borrower added on 03/15/10 > After saving up for two years to buy my first car and move into my first apartment I was able to do both earlier this year. Unfortunately, my joy was shortlived when all the furniture I was supposed to inherit from my older brother was lost in a fire a week after I moved in. Luckily my brother is unharmed but unfortunately I have no furniture. I sleep on an air mattress and use milk crates for seating. Being an assistant manager with my company for over two years I am no trouble of losing my job or even getting my hours reduced. In funding this loan you will enable me to purchase a bed and a few necessary items. Paying off this loan is not a problem and will be done faster than 36 months by paying more than the minimum each month.<br/>","major_purchase","Furnishing First Apartment","060xx",3.62,0,"7/1/06",1,NA,NA,3,0,1438,59.9,5,FALSE,NA,1201,0
15000,15000,"36 months","10.99%",491.01,"B","B3","Hiwin Corporation","7 years","MORTGAGE",87000,"VERIFIED - income source","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=772702",NA,"small_business","Small Business Loan","297xx",12.01,0,"9/1/56",0,NA,97,9,1,4611,47.5,21,FALSE,NA,7295,0
31000,22550,"60 months","13.99%",524.59,"C","C3","innotrac","3 years","MORTGAGE",43200,"VERIFIED - income source","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=871812",NA,"small_business","Small Business Loan","410xx",13.78,0,"10/1/94",1,NA,NA,5,0,23522,70,14,FALSE,NA,9805,1
10000,10000,"36 months","5.79%",303.27,"A","A2","Heartland Express of Iowa","10+ years","MORTGAGE",55000,"not verified","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=641397","Borrower added on 12/30/10 > 1991 Airstream 350LE Classic motorhome. 44K miles like new condition. I've been watching the market for about 5 yrs. Done the research and know what I'm buying. I'm able to do 95% of any repairs and mantinence on this unit myself. I have the means to purchase this myself but would like to spread the cost over atleast 24 months. Thanks for a great rate!<br/>","major_purchase","1991 Airstream","344xx",14.03,0,"12/1/95",1,NA,NA,9,0,9991,15.1,18,FALSE,NA,5474,1
14125,14125,"36 months","10.99%",462.37,"B","B3","Brantley Services","10+ years","MORTGAGE",75000,"VERIFIED - income source","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=831013",NA,"debt_consolidation","AT+T","401xx",21.74,0,"5/1/92",1,NA,NA,10,0,28281,68.3,19,FALSE,NA,7140,0
20000,20000,"36 months","6.17%",609.99,"A","A3","The Palace","6 years","MORTGAGE",1e+05,"VERIFIED - income source","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=657771",NA,"home_improvement","Home Improvement","331xx",9.43,0,"8/1/00",1,NA,NA,9,0,7097,12,34,FALSE,NA,8629,0
6500,6500,"36 months","9.91%",209.47,"B","B1","Colorado Dept. of Corrections","1 year","RENT",38400,"VERIFIED - income source","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=884607","Borrower added on 09/19/11 > I need a loan to help get an a nice engagement ring for my girlfriend. I'm good for the money, I have a stable job with the state and have already budgeted the money needed to pay back the loan within 3 years.<br/>","other","Engagement Ring loan","809xx",17.25,1,"6/1/04",1,10,NA,9,0,2387,53,17,FALSE,NA,3460,0
6000,6000,"36 months","11.71%",198.46,"B","B3","Infosys Technologies Ltd.","1 year","RENT",90000,"not verified","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=1068106",NA,"credit_card","Credit Card","070xx",2.97,1,"5/1/07",0,16,NA,10,0,8489,56.6,23,FALSE,NA,2855,0
4000,4000,"60 months","9.99%",84.97,"B","B4","university medical center","4 years","RENT",26400,"VERIFIED - income source","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=630574","Borrower added on 12/09/10 > I needed a loan to help my brother pay out his lease for his apartment because he has cyst on brain and I know sooner or later he will have to get meds, neurologist visit, doctor bills.  This money is to help him.  He is in school.  He had to move in with me.  He has part time job and his jeep under title line and I don't want him to be convicted from his apartment with just two more months left to stay there.<br/>","other","personal","705xx",22.91,0,"11/1/94",0,NA,106,6,1,0,0,27,FALSE,NA,1643,1
10000,10000,"36 months","9.88%",322.11,"B","B1","Suwannee Valley Dental, Inc","10+ years","MORTGAGE",36000,"not verified","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=491743","Borrower added on 03/08/10 > I have been in my current job for ten years.  I own my home, but it is time to remodel the kitchen.  I have priced out all the labor, appliances, cabinets, countertops and flooring. <br/>I pride myself for making my payments on time.  I have not applied for any credit in one year to make sure I do not go over my monthly budget.  My living expenses are 1,000.00 mthly and my salary runs three times that amount.  I have paid off one vehicle and am ahead on payoff of the second vehicle by one year.<br/>","other","Kitchen Remodel","320xx",9.23,0,"12/1/96",0,37,NA,6,0,901,14.3,32,FALSE,NA,5685,0
25000,25000,"36 months","16.45%",884.5,"E","E1","Utah State University","1 year","MORTGAGE",170004,"VERIFIED - income","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=535485",NA,"debt_consolidation","dimples","843xx",24.89,0,"1/1/98",2,NA,NA,17,0,41695,87,41,FALSE,NA,9431,0
8000,8000,"36 months","11.71%",264.61,"B","B3","NES Overseas, LCC","3 years","MORTGAGE",140000,"not verified","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=1051845","Borrower added on 12/03/11 > This money will be used purchase cattle and feed.<br>","other","Livestock Purchase","773xx",9.84,0,"7/1/95",0,NA,NA,8,0,13943,96.2,18,FALSE,NA,4185,0
24000,24000,"36 months","20.52%",898.27,"G","G3",NA,"< 1 year","MORTGAGE",125000,"not verified","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=473192","Borrower added on 12/30/09 > *THIS IS A RELIST.  I CANCELLED THE ORIGINAL LOAN REQUEST AND RAISED MY REQUESTED AMOUNT.  I WAS AMAZED AT THE REPSONSES (THANK YOU) SO I AM GOING TO REQUEST WHAT I REALLY NEED TO HIT THE GROUND RUNNING ON THIS DEAL. I went into business with family. I was 50% co-owner of a truckstop. We built it in 2007. For the first year and a half, my partners stood back and let me run it. I made over $300K with it in 2008. In early 2009, they decided to participate and it went down hill fast. To make a long story short, it went under in Nov. 2009. The landlord, our fuel supplier (Amaroil.com), evicted our company for past due fuel invoice debt. The landlord wishes to re-lease the site to me (because I made us money when I was alone) and understandably wants me to obtain my own working capital to re-enter the business. I cannot qualify for any conventional lending because I have no collateral. Everything I have is tied up in my business. I have one past 30 day hit on my credit record my entire life. All three of my Fico's are over 700. I am married with a 2 year old, I like to hunt and fish in my off time. I have been married for 5 years, and my wife works side by side with me in the business.<br/><br/>Your money will be paid back. Your money will go to good use (working capital). I pay and treat my employees very well, and alot of people are depending on me to get this thing back going. If interested, I can give you the google earth location to see the site for yourself.<br/><br/>Thanks for any consideration.<br/><br/>Craig<br/>Borrower added on 12/29/09 > I wanted to add: Anyone who is a small business operator now days guards their credit with their life. If you dont have a ton of cash or collateral, your credit is all you have. Right now, all I have is my credit, and it took me over 10 years to get it where it is. I will guard it with my life. Even 1 over 30 day late payment is unacceptable as a business owner. Your money will bring you a return.<br/> Borrower added on 12/31/09 > I just noticed I am last on this entire list of listing.. :)<br/><br/>My three Ficos are over 750... I guess it is the multiple inquires.<br/><br/>I have alot of inquiries that are business vendor related..<br/>Before coke, pepsi, bud, etc will haul $5000+ into your store a week on credit, they check your credit.  Some vendors check you 2 to 3 times a year..FYI.<br/> Borrower added on 01/03/10 > I noticed someone invested a rather substantial amount in our request.  I want to humbly say thank you.  In the event things dont work out for my business for whatever reason, I will not leave you high and dry.  You will be paid back.  Sincerely, thank you for your investment in us.<br/>","small_business","Relisted-Working Capital For Family Business","707xx",16.62,0,"5/1/98",9,NA,NA,6,0,0,0,34,FALSE,NA,9160,0
20000,20000,"36 months","11.83%",662.68,"B","B3","CPU2","1 year","MORTGAGE",76000,"VERIFIED - income","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=463901",NA,"debt_consolidation","Consolidation for better interest","917xx",10.72,0,"2/1/96",0,74,NA,8,0,2261,17.5,24,FALSE,NA,8487,1
15000,15000,"36 months","12.21%",499.73,"B","B5","carrerstaff unlimited","3 years","MORTGAGE",1e+05,"VERIFIED - income","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=424881","i need some money to make my home safer for my baby.","home_improvement","home","907xx",9.19,0,"3/1/03",2,NA,NA,17,0,24204,30,29,FALSE,NA,7345,0
10000,10000,"36 months","18.09%",361.96,"F","F1","hopewell-prince george driving school","1 year","MORTGAGE",78300,"VERIFIED - income","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=447423","I need the cash to put central air into a rental house that I have and am planning to sell next summer. It already has a stable renter and the rent will more then cover the mortgage and this note.","home_improvement","cash for central air","238xx",21.69,0,"8/1/00",2,NA,NA,7,0,67776,98.2,16,FALSE,NA,5447,0
4000,4000,"36 months","8.49%",126.26,"A","A5","Smith&Nephew","1 year","RENT",25200,"VERIFIED - income","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=815102","Borrower added on 07/13/11 > Funds will be used to pay various medical expenses. I work a full time job at a global medical device company. Job security and growth opportunities are very likely and reliable.<br/>","other","Loan One","023xx",21.52,0,"12/1/97",1,NA,NA,4,0,0,0,5,FALSE,NA,1569,0
12800,12800,"60 months","13.49%",294.47,"C","C2","con-way freight","2 years","MORTGAGE",48000,"VERIFIED - income source","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=733864","Borrower added on 04/29/11 > the purpose of this loan is to get out of debt and quit paying money to credit card companies<br/>","debt_consolidation","personal","613xx",26.43,0,"2/1/98",1,NA,NA,12,0,18159,54,26,FALSE,NA,6788,1
6000,6000,"36 months","5.99%",182.51,"A","A2","Valir Health","2 years","MORTGAGE",60000,"not verified","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=769831","Borrower added on 06/02/11 > jet boat<br/> Borrower added on 06/03/11 > This boat is worth 8000 to 10000 dollars and will cost from 2500 to 4500 dollars now so already made money when the purchase is made.<br/>","major_purchase","auto","731xx",7.02,1,"5/1/88",0,11,NA,7,0,7670,32.2,16,FALSE,NA,3028,0
25000,19875,"60 months","11.49%",437.01,"B","B4","Prometric","5 years","RENT",60000,"VERIFIED - income","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=801461","Borrower added on 07/01/11 > Trying to get out of debt.  My hope is that this will ease my way out of it without going to extremes, such as bankruptcy or debt relief programs.<br/> Borrower added on 07/03/11 > I've never been late on any payment.  I've been at my current job for 5 years and I have a pretty secure position there.<br/>","debt_consolidation","Debt Consolidation","212xx",14.14,0,"2/1/92",0,46,NA,9,0,13482,34.8,26,FALSE,NA,9477,1
4800,4800,"36 months","13.23%",162.27,"C","C1","Thomas Jefferson School of Law","2 years","RENT",54000,"not verified","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=550501","Borrower added on 07/20/10 > The purpose of the loan is to pay existing debt that has high interest rates.  I'd like to get rid of a lot of the smaller accounts and get rid of some clutter.<br/>","debt_consolidation","Consolidation","921xx",22.51,0,"12/1/97",1,NA,NA,11,0,10274,88,25,FALSE,NA,1909,0
11000,11000,"36 months","11.86%",364.63,"B","B5","City of Miami","9 years","RENT",69996,"VERIFIED - income source","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=522414","Borrower added on 06/07/10 > Planning to payoff cards<br/> Borrower added on 06/12/10 > I am consolidating my credit cards to close them and simply everything to a monthly payment.   Planning on elimating all my debt to purchase a home with in the next year to year and half.<br/>","debt_consolidation","Debt Payoff","331xx",12.39,1,"8/1/69",0,15,NA,15,0,19351,63.4,43,FALSE,NA,5960,0
